No EMPRE|VALOR SUB|TRAB F|TRAB M|CIUDAD|CIIU|DESCRIPCION|
4.0|1271210.0|8.0|22.0|TUNJA|4541|COMERCIO DE MOTOCICLETAS Y DE SUS PARTES- PIEZAS Y ACCESORIOS|
1.0|0.0|0.0|1.0|CORRALES|3512|TRANSMISION DE ENERGIA ELECTRICA|
4.0|225060.0|3.0|6.0|DUITAMA|2592|TRATAMIENTO Y REVESTIMIENTO DE METALES- MECANIZADO|
30.0|6806450.0|145.0|56.0|SANTAFE DE BOGOTA|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
1.0|438280.0|10.0|0.0|JERICO|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
4.0|3890410.0|23.0|58.0|SOGAMOSO|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
1.0|24998080.0|266.0|246.0|TOCA|0121|CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES|
23.0|20865360.0|426.0|58.0|SANTAFE DE BOGOTA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
37.0|12377300.0|188.0|235.0|SANTAFE DE BOGOTA|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|182070.0|6.0|3.0|SANTA MARIA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
7.0|2170450.0|28.0|79.0|TUNJA|7120|ENSAYOS Y ANALISIS TECNICOS|
8.0|139080.0|2.0|7.0|SAMACA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
9.0|3332090.0|47.0|57.0|SOGAMOSO|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
16.0|805790.0|10.0|44.0|CHIQUINQUIRA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|53340.0|0.0|1.0|SABOYA|0124|CULTIVO DE CAÑ DE AZUCAR|
6.0|191360.0|2.0|8.0|BUCARAMANGA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
6.0|269690.0|3.0|50.0|SOGAMOSO|4220|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|
1.0|224240.0|1.0|1.0|GARAGOA|4642|COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR|
1.0|0.0|1.0|2.0|NOBSA|0145|CRIA DE AVES DE CORRAL|
6.0|211580.0|4.0|2.0|VILLA DE LEYVA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
3.0|155930.0|5.0|13.0|TUNJA|4922|TRANSPORTE MIXTO|
2.0|0.0|0.0|2.0|SANTA ROSA DE VITERBO|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
1.0|139080.0|1.0|0.0|MONIQUIRA|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
6.0|731650.0|13.0|6.0|PAIPA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
1.0|106680.0|0.0|1.0|VILLA DE LEYVA|0111|CULTIVO DE CEREALES (EXCEPTO ARROZ)- LEGUMBRES Y SEMILLAS OLEAGINOSAS|
3.0|92720.0|1.0|1.0|GUAYATA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
18.0|4102450.0|68.0|23.0|TUNJA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
5.0|0.0|2.0|2.0|SOGAMOSO|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
358.0|13821290.0|329.0|69.0|TUNJA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
63.0|33857910.0|64.0|1285.0|DUITAMA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
45.0|14321050.0|122.0|541.0|DUITAMA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
23.0|3188730.0|27.0|78.0|CHIQUINQUIRA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
15.0|1358150.0|11.0|21.0|TUNJA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
28.0|3443300.0|10.0|86.0|TUNJA|4321|INSTALACIONES ELECTRICAS|
9.0|1225840.0|8.0|21.0|CHIQUINQUIRA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
23.0|22668490.0|164.0|382.0|DUITAMA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
6.0|525990.0|17.0|25.0|SOGAMOSO|4541|COMERCIO DE MOTOCICLETAS Y DE SUS PARTES- PIEZAS Y ACCESORIOS|
3.0|410500.0|5.0|15.0|SOGAMOSO|2012|FABRICACION DE ABONOS Y COMPUESTOS INORGANICOS NITROGENADOS|
44.0|8956770.0|255.0|92.0|DUITAMA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
15.0|1155630.0|16.0|25.0|SANTAFE DE BOGOTA|7490|OTRAS ACTIVIDADES PROFESIONALES- CIENTIFICAS Y TECNICAS NCP|
36.0|7223690.0|64.0|179.0|TUNJA|4530|COMERCIO DE PARTES- PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES|
5.0|3692770.0|62.0|57.0|DUITAMA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
5.0|1138780.0|10.0|26.0|DUITAMA|7120|ENSAYOS Y ANALISIS TECNICOS|
52.0|9838430.0|106.0|207.0|DUITAMA|4530|COMERCIO DE PARTES- PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES|
58.0|7324060.0|49.0|331.0|SANTAFE DE BOGOTA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|1111370.0|18.0|71.0|PAZ DEL RIO|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
5.0|1225580.0|12.0|22.0|DUITAMA|1051|ELABORACION DE PRODUCTOS DE MOLINERIA|
3.0|1714500.0|2.0|61.0|SAN MATEO|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
3.0|261310.0|3.0|6.0|SOGAMOSO|4311|DEMOLICION|
5.0|2278380.0|7.0|50.0|SANTAFE DE BOGOTA|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
8.0|1889830.0|18.0|20.0|SANTAFE DE BOGOTA|4322|INSTALACIONES DE FONTANERIA- CALEFACCION Y AIRE ACONDICIONADO|
2.0|139080.0|3.0|3.0|DUITAMA|2022|FABRICACION DE PINTURAS- BARNICES Y REVESTIMIENTOS SIMILARES- TINTAS PARA IMPRESION Y MASILLAS|
4.0|185440.0|3.0|3.0|DUITAMA|4762|COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|1.0|0.0|TOCA|4774|COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|1.0|OICATA|7220|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|
7.0|890130.0|3.0|22.0|DUITAMA|1610|ASERRADO- ACEPILLADO E IMPREGNACION DE LA MADERA|
6.0|6216430.0|42.0|113.0|NOBSA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
1.0|99460.0|0.0|11.0|SUSACON|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
3.0|268050.0|2.0|8.0|MACANAL|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
8.0|589200.0|25.0|48.0|TUNJA|6311|PROCESAMIENTO DE DATOS- ALOJAMIENTO (HOSTING) Y ACTIVIDADES RELACIONADAS|
1.0|92720.0|0.0|1.0|SOCORRO|4721|COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS|
17.0|16358430.0|462.0|94.0|SOGAMOSO|8692|ACTIVIDADES DE APOYO TERAPEUTICO|
3.0|373430.0|9.0|2.0|CHIQUINQUIRA|8512|EDUCACION PREESCOLAR|
1.0|0.0|0.0|1.0|GARAGOA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
1.0|89350.0|0.0|2.0|SORA|5621|CATERING PARA EVENTOS|
7.0|625450.0|15.0|9.0|PUERTO BOYACA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|46360.0|0.0|1.0|SANTAFE DE BOGOTA|2599|FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL NCP|
1.0|53340.0|1.0|1.0|PUERTO BOYACA|0144|CRIA DE GANADO PORCINO|
7.0|2438500.0|26.0|49.0|TUNJA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|0.0|1.0|0.0|ZETAQUIRA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|0.0|0.0|1.0|YOPAL|6110|ACTIVIDADES DE TELECOMUNICACIONES ALAMBRICAS|
19.0|2924050.0|39.0|28.0|TUNJA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
1.0|360760.0|1.0|3.0|BOYACA|0141|CRIA DE GANADO BOVINO Y BUFALINO|
7.0|3743410.0|70.0|73.0|SANTAFE DE BOGOTA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
3.0|0.0|4.0|1.0|SANTAFE DE BOGOTA|4220|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|
4.0|1651290.0|6.0|37.0|PAIPA|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
5.0|413870.0|2.0|17.0|PAIPA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
1.0|0.0|0.0|2.0|SOGAMOSO|5920|ACTIVIDADES DE GRABACION DE SONIDO Y EDICION DE MUSICA|
1.0|0.0|0.0|0.0|PUERTO BOYACA|4799|OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS- PUESTOS DE VENTA O MERCADOS|
1.0|14526770.0|103.0|116.0|SOTAQUIRA|0125|CULTIVO DE FLOR DE CORTE|
8.0|17845320.0|355.0|176.0|BUCARAMANGA|7810|ACTIVIDADES DE AGENCIAS DE EMPLEO|
1.0|0.0|0.0|0.0|EL COCUY|9004|CREACION AUDIOVISUAL|
9.0|29147140.0|669.0|387.0|TUNJA|6412|BANCOS COMERCIALES|
3.0|1477600.0|17.0|24.0|COMBITA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|0.0|1.0|0.0|MEDELLIN|6920|ACTIVIDADES DE CONTABILIDAD- TENEDURIA DE LIBROS- AUDITORIA FINANCIERA Y ASESORIA TRIBUTARIA|
1.0|42990.0|0.0|1.0|DUITAMA|3821|TRATAMIENTO Y DISPOSICION DE DESECHOS NO PELIGROSOS|
7.0|1015380.0|6.0|21.0|DUITAMA|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
17.0|2626490.0|46.0|21.0|TUNJA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
3.0|6740.0|0.0|2.0|CHIA|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
1.0|688660.0|18.0|5.0|TUNJA|6130|ACTIVIDADES DE TELECOMUNICACION SATELITAL|
1.0|246100.0|5.0|4.0|BARRANQUILLA|5914|ACTIVIDADES DE EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS|
13.0|3527640.0|57.0|81.0|PUERTO BOYACA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
15.0|503220.0|13.0|39.0|TUNJA|6201|ACTIVIDADES DE DESARROLLO DE SISTEMAS INFORMATICOS (PLANIFICACION- ANALISIS- DISEÑ- PROGRAMACION- PRUEBAS)|
131.0|3582380.0|119.0|28.0|SOGAMOSO|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
27.0|2578490.0|39.0|18.0|DUITAMA|5511|ALOJAMIENTO EN HOTELES|
5.0|745950.0|12.0|18.0|DUITAMA|4390|OTRAS ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
1.0|6740.0|1.0|0.0|SANTAFE DE BOGOTA|1062|DESCAFEINADO- TOSTION Y MOLIENDA DEL CAFE|
12.0|1407740.0|34.0|2.0|DUITAMA|8512|EDUCACION PREESCOLAR|
1.0|0.0|2.0|2.0|RAMIRIQUI|1020|PROCESAMIENTO Y CONSERVACION DE FRUTAS- LEGUMBRES- HORTALIZAS Y TUBERCULOS|
14.0|3671730.0|0.0|133.0|SOCOTA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
4.0|602680.0|20.0|11.0|SANTAFE DE BOGOTA|5612|EXPENDIO POR AUTOSERVICIO DE COMIDAS PREPARADAS|
23.0|5398340.0|24.0|113.0|TUNJA|4390|OTRAS ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
8.0|930570.0|20.0|6.0|SANTAFE DE BOGOTA|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
3.0|76690.0|3.0|0.0|GARAGOA|4774|COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
9.0|1353730.0|3.0|26.0|BELEN|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|6740.0|0.0|1.0|CALI|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
2.0|188810.0|0.0|2.0|MEDELLIN|4921|TRANSPORTE DE PASAJEROS|
14.0|2470170.0|16.0|58.0|DUITAMA|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
2.0|606050.0|3.0|10.0|DUITAMA|6120|ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS|
56.0|9148950.0|194.0|65.0|TUNJA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|0.0|SAN ANDRES DE TUMACO|5511|ALOJAMIENTO EN HOTELES|
11.0|5654280.0|83.0|89.0|DUITAMA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
1.0|0.0|1.0|0.0|SOATA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
3.0|1653840.0|29.0|13.0|DUITAMA|1082|ELABORACION DE CACAO- CHOCOLATE Y PRODUCTOS DE CONFITERIA|
9.0|7076230.0|102.0|48.0|DUITAMA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
5.0|1811410.0|26.0|45.0|TUNJA|4329|OTRAS INSTALACIONES ESPECIALIZADAS|
10.0|2409080.0|22.0|63.0|DUITAMA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
17.0|1401730.0|8.0|37.0|SANTA ROSA DE VITERBO|4923|TRANSPORTE DE CARGA POR CARRETERA|
4.0|1066280.0|3.0|17.0|DUITAMA|1690|FABRICACION DE OTROS PRODUCTOS DE MADERA- FABRICACION DE ARTICULOS DE CORCHO- CESTERIA Y ESPARTERIA|
5.0|633010.0|12.0|12.0|SOGAMOSO|4652|COMERCIO AL POR MAYOR DE EQUIPO- PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES|
18.0|26698350.0|427.0|331.0|TUNJA|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
5.0|5493250.0|65.0|66.0|DUITAMA|4690|COMERCIO AL POR MAYOR NO ESPECIALIZADO|
1.0|303540.0|0.0|2.0|RAMIRIQUI|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
1.0|85980.0|0.0|4.0|PAIPA|2396|CORTE- TALLADO Y ACABADO DE LA PIEDRA|
1.0|145820.0|1.0|6.0|DUITAMA|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
6.0|1095790.0|4.0|25.0|SANTAFE DE BOGOTA|4520|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|
1.0|0.0|0.0|2.0|FLORESTA|0144|CRIA DE GANADO PORCINO|
2.0|0.0|0.0|0.0|DUITAMA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|20220.0|3.0|4.0|GIRON|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
3.0|49730.0|5.0|4.0|BELEN|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
8.0|62183790.0|125.0|1528.0|SOGAMOSO|2410|INDUSTRIAS BASICAS DE HIERRO Y DE ACERO|
3.0|2688060.0|76.0|1.0|DUITAMA|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
1.0|0.0|0.0|0.0|VILLA DE LEYVA|0145|CRIA DE AVES DE CORRAL|
7.0|251200.0|10.0|0.0|VILLA DE LEYVA|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
59.0|5404810.0|155.0|23.0|TUNJA|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
2.0|79240.0|1.0|8.0|SAN PABLO DE BORBUR|0820|EXTRACCION DE ESMERALDAS- PIEDRAS PRECIOSAS Y SEMIPRECIOSAS|
6.0|296740.0|4.0|9.0|CHIQUINQUIRA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
7.0|2178920.0|15.0|50.0|SOGAMOSO|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
13.0|3539390.0|54.0|104.0|PUERTO BOYACA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
2.0|475440.0|2.0|1.0|CHIQUINQUIRA|4649|COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMESTICOS NCP|
1.0|0.0|3.0|14.0|COMBITA|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
5.0|1319120.0|11.0|37.0|SANTAFE DE BOGOTA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
7.0|1946300.0|22.0|51.0|MONIQUIRA|1082|ELABORACION DE CACAO- CHOCOLATE Y PRODUCTOS DE CONFITERIA|
15.0|12560280.0|58.0|267.0|DUITAMA|8110|ACTIVIDADES COMBINADAS DE APOYO A INSTALACIONES|
2.0|79240.0|3.0|2.0|TUNJA|5514|ALOJAMIENTO RURAL|
34.0|5244600.0|79.0|60.0|TUNJA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
3.0|1437160.0|19.0|38.0|SOGAMOSO|0812|EXTRACCION DE ARCILLAS DE USO INDUSTRIAL- CALIZA- CAOLIN Y BENTONITAS|
16.0|9741610.0|161.0|80.0|TUNJA|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
122.0|3833490.0|118.0|12.0|DUITAMA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|0.0|0.0|0.0|DUITAMA|2819|FABRICACION DE OTROS TIPOS DE MAQUINARIA Y EQUIPO DE USO GENERAL NCP|
2.0|139080.0|1.0|12.0|CHITA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
3.0|933940.0|8.0|12.0|TUNJA|1011|PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|
7.0|2224460.0|24.0|12.0|DUITAMA|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
11.0|2378000.0|8.0|39.0|DUITAMA|0145|CRIA DE AVES DE CORRAL|
6.0|2506810.0|41.0|24.0|DUITAMA|7911|ACTIVIDADES DE LAS AGENCIAS DE VIAJE|
12.0|3381820.0|44.0|40.0|PAIPA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
23.0|2517830.0|49.0|26.0|DUITAMA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
