No EMPRE|VALOR SUB|TRAB F|TRAB M|CIUDAD|CIIU|DESCRIPCION|
5.0|507500.0|4.0|28.0|PUERTO BOYACA|0910|ACTIVIDADES DE APOYO PARA LA EXTRACCION DE PETROLEO Y DE GAS NATURAL|
1.0|0.0|0.0|0.0|PAIPA|7420|ACTIVIDADES DE FOTOGRAFIA|
14.0|761250.0|19.0|20.0|SANTAFE DE BOGOTA|7310|PUBLICIDAD|
1.0|0.0|0.0|3.0|CARTAGENA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
2.0|36250.0|1.0|2.0|TUNJA|7710|ALQUILER Y ARRENDAMIENTO DE VEHICULOS AUTOMOTORES|
25.0|2356250.0|68.0|20.0|SOGAMOSO|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
1.0|72500.0|0.0|2.0|RAQUIRA|6120|ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS|
4.0|36250.0|4.0|0.0|MIRAFLORES|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
3.0|72500.0|15.0|1.0|DUITAMA|8730|ACTIVIDADES DE ATENCION EN INSTITUCIONES PARA EL CUIDADO DE PERSONAS MAYORES Y/O DISCAPACITADAS|
5.0|830380.0|11.0|20.0|TUNJA|4541|COMERCIO DE MOTOCICLETAS Y DE SUS PARTES- PIEZAS Y ACCESORIOS|
6.0|1268750.0|20.0|37.0|MEDELLIN|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|290000.0|0.0|9.0|SATIVANORTE|4923|TRANSPORTE DE CARGA POR CARRETERA|
8.0|978750.0|22.0|12.0|TUNJA|6010|ACTIVIDADES DE PROGRAMACION Y TRANSMISION EN EL SERVICIO DE RADIODIFUSION SONORA|
1.0|0.0|0.0|1.0|CORRALES|3512|TRANSMISION DE ENERGIA ELECTRICA|
3.0|362500.0|10.0|4.0|DUITAMA|5612|EXPENDIO POR AUTOSERVICIO DE COMIDAS PREPARADAS|
5.0|3711300.0|25.0|59.0|SOGAMOSO|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
23.0|19140000.0|439.0|65.0|SANTAFE DE BOGOTA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
46.0|9823750.0|167.0|255.0|SANTAFE DE BOGOTA|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
7.0|217500.0|8.0|5.0|VILLA DE LEYVA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
29.0|5546250.0|146.0|57.0|SANTAFE DE BOGOTA|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
13.0|3045000.0|18.0|107.0|SOGAMOSO|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
7.0|181250.0|2.0|6.0|SAMACA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
16.0|2972500.0|63.0|28.0|TUNJA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
7.0|580000.0|26.0|20.0|SOGAMOSO|5619|OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS NCP|
1.0|41700.0|0.0|1.0|SABOYA|0124|CULTIVO DE CAÑ DE AZUCAR|
5.0|217500.0|2.0|7.0|BUCARAMANGA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
2.0|362500.0|3.0|53.0|VILLA DE LEYVA|4330|TERMINACION Y ACABADO DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
5.0|253750.0|2.0|30.0|SOGAMOSO|4220|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|
1.0|72500.0|1.0|1.0|GARAGOA|4642|COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR|
1.0|0.0|1.0|2.0|NOBSA|0145|CRIA DE AVES DE CORRAL|
1.0|616250.0|16.0|22.0|SOTAQUIRA|2100|FABRICACION DE PRODUCTOS FARMACEUTICOS- SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO|
2.0|0.0|0.0|1.0|SANTA ROSA DE VITERBO|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
2.0|108750.0|1.0|0.0|MONIQUIRA|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
4.0|362500.0|3.0|10.0|DUITAMA|2592|TRATAMIENTO Y REVESTIMIENTO DE METALES- MECANIZADO|
3.0|688750.0|11.0|3.0|ARCABUCO|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
5.0|978750.0|15.0|9.0|SOGAMOSO|8230|ORGANIZACION DE CONVENCIONES Y EVENTOS COMERCIALES|
2.0|72500.0|3.0|0.0|TENZA|6910|ACTIVIDADES JURIDICAS|
5.0|0.0|2.0|2.0|SOGAMOSO|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
332.0|13698310.0|325.0|67.0|TUNJA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
14.0|1015000.0|10.0|25.0|SANTAFE DE BOGOTA|7490|OTRAS ACTIVIDADES PROFESIONALES- CIENTIFICAS Y TECNICAS NCP|
43.0|9860000.0|104.0|399.0|DUITAMA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
24.0|2610000.0|28.0|76.0|CHIQUINQUIRA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
17.0|1417800.0|11.0|23.0|TUNJA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
24.0|3516250.0|12.0|109.0|TUNJA|4321|INSTALACIONES ELECTRICAS|
6.0|688750.0|20.0|25.0|SOGAMOSO|4541|COMERCIO DE MOTOCICLETAS Y DE SUS PARTES- PIEZAS Y ACCESORIOS|
45.0|10621250.0|265.0|110.0|DUITAMA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
2.0|72500.0|1.0|1.0|SOATA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
65.0|30341250.0|70.0|1352.0|DUITAMA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
6.0|4313750.0|71.0|63.0|DUITAMA|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
36.0|6597500.0|64.0|187.0|TUNJA|4530|COMERCIO DE PARTES- PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES|
8.0|2247500.0|16.0|18.0|SANTAFE DE BOGOTA|4322|INSTALACIONES DE FONTANERIA- CALEFACCION Y AIRE ACONDICIONADO|
56.0|7213750.0|60.0|407.0|SANTAFE DE BOGOTA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|1950760.0|21.0|86.0|PAZ DEL RIO|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
3.0|616250.0|4.0|14.0|SOGAMOSO|2012|FABRICACION DE ABONOS Y COMPUESTOS INORGANICOS NITROGENADOS|
51.0|8301250.0|110.0|196.0|DUITAMA|4530|COMERCIO DE PARTES- PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES|
5.0|1015000.0|11.0|21.0|DUITAMA|1051|ELABORACION DE PRODUCTOS DE MOLINERIA|
7.0|1160000.0|11.0|32.0|DUITAMA|7120|ENSAYOS Y ANALISIS TECNICOS|
3.0|145000.0|2.0|6.0|SOGAMOSO|4311|DEMOLICION|
11.0|1084200.0|9.0|18.0|CHIQUINQUIRA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
21.0|19973750.0|183.0|405.0|DUITAMA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
6.0|1631250.0|8.0|51.0|SANTAFE DE BOGOTA|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
5.0|1957500.0|11.0|62.0|NOBSA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
2.0|108750.0|2.0|3.0|DUITAMA|2022|FABRICACION DE PINTURAS- BARNICES Y REVESTIMIENTOS SIMILARES- TINTAS PARA IMPRESION Y MASILLAS|
5.0|145000.0|6.0|4.0|DUITAMA|4762|COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|1.0|0.0|TOCA|4774|COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|0.0|1.0|OICATA|7220|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|
8.0|507500.0|24.0|44.0|TUNJA|6311|PROCESAMIENTO DE DATOS- ALOJAMIENTO (HOSTING) Y ACTIVIDADES RELACIONADAS|
7.0|580000.0|4.0|18.0|DUITAMA|1610|ASERRADO- ACEPILLADO E IMPREGNACION DE LA MADERA|
1.0|72500.0|0.0|11.0|SUSACON|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
2.0|797500.0|15.0|65.0|SOGAMOSO|0322|ACUICULTURA DE AGUA DULCE|
1.0|145000.0|0.0|1.0|SOCORRO|4721|COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS|
14.0|13811250.0|475.0|98.0|SOGAMOSO|8692|ACTIVIDADES DE APOYO TERAPEUTICO|
3.0|290000.0|9.0|4.0|CHIQUINQUIRA|8512|EDUCACION PREESCOLAR|
1.0|0.0|0.0|1.0|GARAGOA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
1.0|217500.0|0.0|2.0|SORA|5621|CATERING PARA EVENTOS|
8.0|580000.0|18.0|8.0|PUERTO BOYACA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
3.0|1232500.0|9.0|38.0|SANTAFE DE BOGOTA|2599|FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL NCP|
24.0|4359290.0|20.0|105.0|TUNJA|4330|TERMINACION Y ACABADO DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
1.0|41700.0|1.0|1.0|PUERTO BOYACA|0144|CRIA DE GANADO PORCINO|
8.0|2501250.0|32.0|54.0|TUNJA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|0.0|1.0|0.0|ZETAQUIRA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|0.0|0.0|1.0|YOPAL|6110|ACTIVIDADES DE TELECOMUNICACIONES ALAMBRICAS|
4.0|1848750.0|55.0|60.0|SANTAFE DE BOGOTA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|145000.0|4.0|7.0|PAIPA|7120|ENSAYOS Y ANALISIS TECNICOS|
2.0|72500.0|0.0|11.0|SAMACA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
16.0|3045000.0|45.0|58.0|TUNJA|4721|COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS|
3.0|435000.0|1.0|4.0|CALI|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
2.0|145000.0|0.0|2.0|MONIQUIRA|7500|ACTIVIDADES VETERINARIAS|
1.0|0.0|0.0|0.0|CERINZA|0145|CRIA DE AVES DE CORRAL|
1.0|0.0|0.0|0.0|EL COCUY|9004|CREACION AUDIOVISUAL|
9.0|21967500.0|678.0|388.0|TUNJA|6412|BANCOS COMERCIALES|
3.0|1305000.0|17.0|26.0|COMBITA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|36250.0|0.0|1.0|AQUITANIA|4921|TRANSPORTE DE PASAJEROS|
6.0|471250.0|9.0|7.0|PAIPA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|0.0|1.0|0.0|MEDELLIN|6920|ACTIVIDADES DE CONTABILIDAD- TENEDURIA DE LIBROS- AUDITORIA FINANCIERA Y ASESORIA TRIBUTARIA|
5.0|507500.0|24.0|42.0|TUNJA|4329|OTRAS INSTALACIONES ESPECIALIZADAS|
1.0|0.0|0.0|1.0|DUITAMA|3821|TRATAMIENTO Y DISPOSICION DE DESECHOS NO PELIGROSOS|
12.0|1740000.0|17.0|69.0|DUITAMA|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
11.0|1522500.0|18.0|94.0|SANTAFE DE BOGOTA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
23.0|2066250.0|43.0|19.0|DUITAMA|5511|ALOJAMIENTO EN HOTELES|
7.0|500400.0|6.0|20.0|DUITAMA|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
14.0|3770000.0|1.0|165.0|SOCOTA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
2.0|0.0|0.0|2.0|CHIA|4210|CONSTRUCCION DE CARRETERAS Y VIAS DE FERROCARRIL|
1.0|0.0|5.0|2.0|BARRANQUILLA|5914|ACTIVIDADES DE EXHIBICION DE PELICULAS CINEMATOGRAFICAS Y VIDEOS|
1.0|108750.0|5.0|4.0|GIRON|8121|LIMPIEZA GENERAL INTERIOR DE EDIFICIOS|
129.0|3552500.0|117.0|32.0|SOGAMOSO|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|435000.0|12.0|4.0|TUNJA|6130|ACTIVIDADES DE TELECOMUNICACION SATELITAL|
1.0|0.0|0.0|1.0|MEDELLIN|4921|TRANSPORTE DE PASAJEROS|
1.0|36250.0|1.0|0.0|SANTAFE DE BOGOTA|1062|DESCAFEINADO- TOSTION Y MOLIENDA DEL CAFE|
13.0|1776250.0|36.0|3.0|DUITAMA|8512|EDUCACION PREESCOLAR|
27.0|5908750.0|25.0|91.0|TUNJA|4390|OTRAS ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
4.0|398750.0|12.0|5.0|SANTAFE DE BOGOTA|5612|EXPENDIO POR AUTOSERVICIO DE COMIDAS PREPARADAS|
9.0|2320000.0|24.0|65.0|DUITAMA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
4.0|145000.0|3.0|0.0|GARAGOA|4774|COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|
8.0|1160000.0|3.0|23.0|BELEN|4923|TRANSPORTE DE CARGA POR CARRETERA|
17.0|21239130.0|415.0|327.0|TUNJA|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
1.0|108750.0|0.0|4.0|PAIPA|2396|CORTE- TALLADO Y ACABADO DE LA PIEDRA|
2.0|471250.0|3.0|11.0|DUITAMA|6120|ACTIVIDADES DE TELECOMUNICACIONES INALAMBRICAS|
13.0|2138750.0|45.0|25.0|TUNJA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
58.0|7830000.0|201.0|64.0|TUNJA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
15.0|4676250.0|88.0|88.0|DUITAMA|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
1.0|0.0|1.0|0.0|SOATA|8299|OTRAS ACTIVIDADES DE SERVICIO DE APOYO A LAS EMPRESAS NCP|
12.0|6380000.0|108.0|56.0|DUITAMA|5613|EXPENDIO DE COMIDAS PREPARADAS EN CAFETERIAS|
15.0|4023750.0|56.0|73.0|PUERTO BOYACA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
9.0|725000.0|19.0|6.0|SANTAFE DE BOGOTA|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
5.0|435000.0|8.0|9.0|SOGAMOSO|4652|COMERCIO AL POR MAYOR DE EQUIPO- PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES|
5.0|3661250.0|61.0|65.0|DUITAMA|4690|COMERCIO AL POR MAYOR NO ESPECIALIZADO|
1.0|36250.0|0.0|1.0|CALI|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|0.0|0.0|1.0|FLORESTA|0144|CRIA DE GANADO PORCINO|
1.0|458700.0|0.0|2.0|RAMIRIQUI|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
1.0|108750.0|1.0|6.0|DUITAMA|2392|FABRICACION DE MATERIALES DE ARCILLA PARA LA CONSTRUCCION|
4.0|652500.0|4.0|24.0|SANTAFE DE BOGOTA|4520|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|
1.0|0.0|0.0|0.0|DUITAMA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
6.0|507500.0|19.0|23.0|DUITAMA|4390|OTRAS ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL|
3.0|2211250.0|31.0|18.0|DUITAMA|1082|ELABORACION DE CACAO- CHOCOLATE Y PRODUCTOS DE CONFITERIA|
15.0|1341250.0|7.0|32.0|SANTA ROSA DE VITERBO|4923|TRANSPORTE DE CARGA POR CARRETERA|
3.0|72500.0|4.0|5.0|BELEN|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
5.0|1015000.0|3.0|18.0|DUITAMA|1690|FABRICACION DE OTROS PRODUCTOS DE MADERA- FABRICACION DE ARTICULOS DE CORCHO- CESTERIA Y ESPARTERIA|
1.0|0.0|1.0|2.0|RAMIRIQUI|1020|PROCESAMIENTO Y CONSERVACION DE FRUTAS- LEGUMBRES- HORTALIZAS Y TUBERCULOS|
1.0|4567500.0|23.0|192.0|SANTAFE DE BOGOTA|1910|FABRICACION DE PRODUCTOS DE HORNOS DE COQUE|
3.0|1957500.0|77.0|1.0|DUITAMA|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
62.0|5002500.0|156.0|27.0|TUNJA|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
2.0|36250.0|1.0|9.0|SAN PABLO DE BORBUR|0820|EXTRACCION DE ESMERALDAS- PIEDRAS PRECIOSAS Y SEMIPRECIOSAS|
7.0|145000.0|4.0|9.0|CHIQUINQUIRA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
1.0|0.0|0.0|0.0|DUITAMA|3511|GENERACION DE ENERGIA ELECTRICA|
2.0|435000.0|2.0|1.0|CHIQUINQUIRA|4649|COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMESTICOS NCP|
4.0|1123750.0|12.0|37.0|SANTAFE DE BOGOTA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
1.0|108750.0|1.0|5.0|NOBSA|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
1.0|36250.0|1.0|0.0|GARAGOA|0020|PENSIONADOS|
3.0|108750.0|1.0|7.0|TIBANA|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
18.0|435000.0|15.0|43.0|TUNJA|6201|ACTIVIDADES DE DESARROLLO DE SISTEMAS INFORMATICOS (PLANIFICACION- ANALISIS- DISEÑ- PROGRAMACION- PRUEBAS)|
17.0|7648750.0|159.0|79.0|TUNJA|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
113.0|3516250.0|111.0|12.0|DUITAMA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
126.0|18741250.0|380.0|306.0|TUNJA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
3.0|0.0|1.0|0.0|DUITAMA|2819|FABRICACION DE OTROS TIPOS DE MAQUINARIA Y EQUIPO DE USO GENERAL NCP|
2.0|217500.0|1.0|12.0|CHITA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
3.0|652500.0|7.0|13.0|TUNJA|1011|PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|
7.0|2030000.0|31.0|11.0|DUITAMA|2023|FABRICACION DE JABONES Y DETERGENTES- PREPARADOS PARA LIMPIAR Y PULIR- PERFUMES Y PREPARADOS DE TOCADOR|
6.0|2320000.0|39.0|23.0|DUITAMA|7911|ACTIVIDADES DE LAS AGENCIAS DE VIAJE|
3.0|471250.0|2.0|18.0|SANTAFE DE BOGOTA|0990|ACTIVIDADES DE APOYO PARA OTRAS ACTIVIDADES DE EXPLOTACION DE MINAS Y CANTERAS|
1.0|108750.0|0.0|4.0|SOCHA|7730|ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA- EQUIPO Y BIENES TANGIBLES NCP|
12.0|2827500.0|43.0|40.0|PAIPA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
12.0|2392500.0|11.0|90.0|DUITAMA|2920|FABRICACION DE CARROCERIAS PARA VEHICULOS AUTOMOTORES- FABRICACION DE REMOLQUES Y SEMIRREMOLQUES|
22.0|1740000.0|49.0|27.0|DUITAMA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
29.0|3878750.0|103.0|49.0|DUITAMA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
3.0|435000.0|6.0|7.0|PAIPA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
10.0|1051250.0|3.0|25.0|SANTAFE DE BOGOTA|4321|INSTALACIONES ELECTRICAS|
4.0|580000.0|16.0|23.0|SOGAMOSO|7120|ENSAYOS Y ANALISIS TECNICOS|
85.0|27695000.0|32.0|648.0|PAIPA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
4.0|688750.0|5.0|16.0|DUITAMA|4512|COMERCIO DE VEHICULOS AUTOMOTORES USADOS|
